id,Class
219129,0.008791310606913443
219130,0.0020164059951963817
219131,0.004132048157795958
219132,0.0036591737352409267
219133,0.001259080357221823
219134,0.0022527587991762773
219135,1.9605707439276765e-05
219136,0.004089807456338716
219137,0.003948993197397574
219138,0.0004128572239937272
219139,0.0
219140,0.00012918276701841274
219141,0.001781720244884211
219142,0.0031134273850260664
219143,3.6120984070160333e-05
219144,0.011017515710656504
219145,0.030150246655420165
219146,7.27081878376599e-05
219147,0.002089553307533752
219148,0.0
219149,0.0019049741479244737
219150,0.00207130560888344
219151,0.006658513751623986
219152,0.006811065370910581
219153,0.001904666505562723
219154,0.002288458544696818
219155,0.0015966345370947502
219156,0.0016733118405645407
219157,0.0031760696394842734
219158,0.002826633134099589
219159,0.0026569063057188423
219160,0.0037339249894444994
219161,0.0009919316403149308
219162,0.0008348777595523649
219163,0.0011035150636197195
219164,3.4435261707988984e-05
219165,0.00010147918677328038
219166,0.004950142270231718
219167,6.657563073645371e-05
219168,0.0033515107181872686
219169,0.002402751313877322
219170,0.004445998786612063
219171,0.006897339016138887
219172,0.0014087485198584157
219173,0.00486692171353402
219174,0.01034953135535177
219175,0.00021703258184877275
219176,0.01567943730208619
219177,0.0058344402258010495
219178,0.00375
219179,0.003194197234012345
219180,2.9919644383655324e-05
219181,0.006007000112503466
219182,0.0010835035171318356
219183,0.0013283194449888718
219184,0.001250403652661261
219185,4.3321293735070705e-05
219186,0.00022997310259688424
219187,0.0032653800094166923
219188,0.00801309776663218
219189,0.0030938216775867897
219190,0.00607871685404725
219191,0.0007402561725446889
219192,0.0015979767345863992
219193,3.7993130441942946e-05
219194,1.9605707439276765e-05
219195,0.0019220060565836438
219196,8.366086982941783e-05
219197,0.0012208821718479072
219198,0.011349865979830998
219199,0.007084499847001194
219200,0.00213947119592287
219201,0.008455782389875164
219202,0.002156079237978156
219203,0.0067568657675618786
219204,0.0017935533063248668
219205,8.366086982941783e-05
219206,0.0013289914812825718
219207,0.004971788193571617
219208,0.0028787081749437546
219209,0.004884655274601514
219210,0.00020195602264125176
219211,0.002213246137071846
219212,1.7818316943862524e-05
219213,0.002981541834186729
219214,3.6120984070160333e-05
219215,0.008184143206738288
219216,0.00021561708835605726
219217,9.357887158783674e-05
219218,0.0002947582463394506
219219,0.002026060409281493
219220,0.0025478995437937827
219221,0.0037262669651142383
219222,7.807185825761478e-05
219223,0.0017495849652635679
219224,2.9919644383655324e-05
219225,0.0058239899195612465
219226,6.231599968103401e-05
219227,0.002189514514451314
219228,4.9525351822932086e-05
219229,6.242745087834629e-05
219230,0.0006075495554987317
219231,0.01213495486611723
219232,0.018601531460640412
219233,0.0015328220555329833
219234,0.000677500444281382
219235,0.014989907041545722
219236,0.005009496676163343
219237,0.0006963871736356249
219238,0.0018724084928843272
219239,0.0015878401664855264
219240,0.0067097610189302435
219241,0.0024810209441849104
219242,0.0005917570814749884
219243,0.001362152533856784
219244,0.005704220800206839
219245,1.9605707439276765e-05
219246,0.000941264693614392
219247,0.0009375765632833131
219248,3.6120984070160333e-05
219249,6.604062845381566e-05
219250,0.043398350084548676
219251,0.0017695164619453041
219252,0.00012111695552535003
219253,0.0008479591727690447
219254,0.0032671270006325833
219255,0.0030938216775867897
219256,3.6120984070160333e-05
219257,7.27081878376599e-05
219258,0.009789678379199524
219259,3.6120984070160333e-05
219260,0.0003958667635617491
219261,0.00037084724701274933
219262,0.00012111695552535003
219263,0.00021345782596600063
219264,0.0034643837171160806
219265,0.002332767448484571
219266,0.002676512013158119
219267,0.005144382301935324
219268,8.403940986529216e-05
219269,0.0035393506428644623
219270,0.006386815093263635
219271,0.00012949934223919335
219272,8.366086982941783e-05
219273,0.001603145795523291
219274,0.023434829214176535
219275,0.0031484539898731503
219276,0.0010278100877656761
219277,0.0004149377593360996
219278,0.0031060254605256967
219279,0.002326324047643515
219280,0.003273546857120896
219281,0.01929174451049862
219282,3.62057399465287e-05
219283,8.366086982941783e-05
219284,0.00021703258184877275
219285,0.003706516801128526
219286,0.003516288306513382
219287,0.0046237475104517565
219288,0.0047401258862116834
219289,0.0017969979140500148
219290,0.0013874413726528867
219291,0.005150373420112958
219292,5.502552637797618e-05
219293,0.005570291777188329
219294,0.001781720244884211
219295,0.004848534290531353
219296,0.0018724084928843272
219297,0.01143212867404592
219298,0.002381409561411437
219299,0.0035581623959245897
219300,0.0001428596104795397
219301,0.003928554645019136
219302,0.0029050791526541364
219303,4.9525351822932086e-05
219304,0.0011390086925139036
219305,0.0001428596104795397
219306,0.001921489424555357
219307,0.0002826141191886839
219308,6.657563073645371e-05
219309,0.002917638506589721
219310,0.0005651992943160095
219311,3.7993130441942946e-05
219312,0.003157425756581436
219313,6.859615238444708e-05
219314,1.9605707439276765e-05
219315,0.0017982355215150944
219316,0.0
219317,8.876200066196003e-05
219318,0.0006963871736356249
219319,0.0009614249130061173
219320,0.0012649869954726178
219321,0.006110152477847463
219322,3.6120984070160333e-05
219323,0.003319687263579654
