id,Class
219129,0.002708468653732072
219130,0.0012526411084354922
219131,0.0008266219874420699
219132,0.0017044069113954874
219133,0.0012273946447894763
219134,0.0011681764460320396
219135,0.0009246412950269111
219136,0.0025783059531532537
219137,0.0011163185845672276
219138,0.0035931259546860537
219139,0.0011441795021618442
219140,0.000740564911304206
219141,0.003042390501669212
219142,0.0007857506307542093
219143,0.0007131817470552418
219144,0.0012811909496396733
219145,0.01596226920112822
219146,0.0012179764994777484
219147,0.0037134139473627066
219148,0.0042649807500151305
219149,0.000783154373055366
219150,0.005285412245920289
219151,0.0013897189097017667
219152,0.005737110897240487
219153,0.005386155886448565
219154,0.0017988915060881902
219155,0.0007985440058206331
219156,0.001784637667004689
219157,0.002132574551379306
219158,0.0017546051987006317
219159,0.008825443863378468
219160,0.0022502939553930832
219161,0.0007501607382461725
219162,0.006175353597348535
219163,0.002305860155371023
219164,0.0028710291176223513
219165,0.0008663938482371724
219166,0.001607316527716962
219167,0.0007482847602346629
219168,0.002962465229190421
219169,0.0029907508397101507
219170,0.0011227991891951243
219171,0.0018695972480722905
219172,0.0021465491266618258
219173,0.0012783146703371955
219174,0.003211741086914428
219175,0.0009083752018495457
219176,0.004814213256188556
219177,0.0005846475178744486
219178,0.003874004987763469
219179,0.0014549235979203394
219180,0.0035665227198151146
219181,0.0009822559781286326
219182,0.00196146398602901
219183,0.0018922089054325903
219184,0.00341618663071874
219185,0.0019239864893566324
219186,0.0007864669513103538
219187,0.0007394834066004736
219188,0.001590272840195938
219189,0.0009712972615066074
219190,0.012106282104453235
219191,0.0014269399647717069
219192,0.0017163905322360629
219193,0.00088909946078597
219194,0.0011976114417547364
219195,0.0022805515496160792
219196,0.0011936033453489752
219197,0.0007664258697877699
219198,0.0023731667467328014
219199,0.0031256972600218176
219200,0.0014355560050994729
219201,0.003849506386382651
219202,0.0029917745181178264
219203,0.004267671038258855
219204,0.0024779940701270434
219205,0.0009354079314381089
219206,0.0016494522746418113
219207,0.003017008589921105
219208,0.006087479560307458
219209,0.0008584821996008891
219210,0.0029261067593197763
219211,0.0019372094933844922
219212,0.002129802531724494
219213,0.001816664340442096
219214,0.0006115878435185507
219215,0.0014806127377071981
219216,0.005509620164190894
219217,0.0017465316466534824
219218,0.0018952914478400308
219219,0.003179025477847199
219220,0.001922490241846999
219221,0.0010413406186426527
219222,0.001297307291238594
219223,0.0012107940879163117
219224,0.005545521625457352
219225,0.001453975035050732
219226,0.0008349138469444334
219227,0.0010278726870502233
219228,0.000819584847172135
219229,0.0003526351496513981
219230,0.0010365405856561972
219231,0.0007957268511694235
219232,0.001610361659292709
